Political-affiliation,Gender,Age,Trump-approval,Education,Race,Marital-status,Jobs-robots,Climate-change,Scientists-honest,Vaccines-children,Books,Funding-science
Republican,Male,50,StronglyApprove,College,White,Married,Likely,RealNotCausedbyPeople,SomewhatAgree,StronglyDisagree,20,High
unknown,Male,83,unknown,Highschool,White,Widowed,Unlikely,NotReal,unknown,SomewhatAgree,12,High
Independent,Male,45,StronglyDisapprove,College,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,25,Low
Democrat,Female,57,StronglyDisapprove,SomeCollege,White,Single,Likely,RealCausedbyPeople,StronglyAgree,StronglyAgree,20,Low
Republican,Male,80,StronglyApprove,SomeCollege,White,Married,Unlikely,NotReal,SomewhatDisagree,StronglyAgree,0,unknown
Independent,Male,70,StronglyApprove,Graduate,White,Married,Unlikely,RealNotCausedbyPeople,SomewhatAgree,SomewhatAgree,30,unknown
unknown,Female,50,unknown,Highschool,Latino,Married,Unlikely,RealCausedbyPeople,SomewhatAgree,StronglyAgree,1,unknown
Democrat,Male,42,StronglyDisapprove,College,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,12,Low
Independent,Male,54,StronglyDisapprove,SomeCollege,White,Divorced,Unlikely,RealNotCausedbyPeople,SomewhatAgree,SomewhatDisagree,12,unknown
unknown,Male,72,StronglyApprove,Graduate,White,Married,Unlikely,NotReal,SomewhatAgree,StronglyAgree,5,unknown
Republican,Female,49,StronglyApprove,Graduate,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,12,AboutRight
unknown,Male,60,StronglyDisapprove,SomeCollege,White,Single,unknown,RealCausedbyPeople,StronglyAgree,SomewhatAgree,6,Low
Democrat,Male,54,SomewhatDisapprove,Highschool,White,Single,Unlikely,unknown,SomewhatAgree,unknown,2,unknown
Republican,Male,54,StronglyApprove,SomeCollege,White,Divorced,Unlikely,RealCausedbyPeople,SomewhatDisagree,StronglyAgree,1,High
unknown,Female,49,SomewhatApprove,Highschool,White,Separated,Likely,RealCausedbyPeople,StronglyAgree,StronglyAgree,0,unknown
Independent,Male,27,StronglyDisapprove,SomeCollege,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,SomewhatAgree,2,Low
unknown,Male,30,StronglyApprove,Highschool,White,Married,Likely,RealNotCausedbyPeople,unknown,StronglyAgree,20,unknown
Independent,Male,25,unknown,Other,White,Relationship,Unlikely,RealNotCausedbyPeople,unknown,StronglyAgree,3,High
unknown,Male,60,StronglyApprove,SomeCollege,unknown,Married,Likely,RealNotCausedbyPeople,SomewhatAgree,SomewhatDisagree,4,AboutRight
Republican,Female,46,StronglyDisapprove,College,Asian,Married,Unlikely,RealCausedbyPeople,SomewhatDisagree,SomewhatDisagree,6,AboutRight
Democrat,Male,35,StronglyDisapprove,College,White,Married,Unlikely,RealNotCausedbyPeople,SomewhatAgree,StronglyAgree,30,High
Republican,Female,62,StronglyApprove,Graduate,White,Widowed,Likely,NotReal,StronglyDisagree,SomewhatDisagree,20,AboutRight
Republican,Male,60,StronglyApprove,College,White,Married,Unlikely,NotReal,SomewhatAgree,SomewhatAgree,4,unknown
Republican,Male,65,StronglyApprove,College,White,Married,Unlikely,RealNotCausedbyPeople,SomewhatAgree,StronglyAgree,0,AboutRight
unknown,Male,47,unknown,College,White,Married,Unlikely,unknown,SomewhatAgree,StronglyAgree,8,Low
Independent,Female,43,StronglyDisapprove,Highschool,White,Relationship,Likely,NotReal,SomewhatAgree,StronglyAgree,4,AboutRight
Independent,Male,58,SomewhatApprove,SomeCollege,White,Married,Unlikely,RealNotCausedbyPeople,SomewhatDisagree,StronglyAgree,5,High
Independent,Male,59,NeitherApproveDisapprove,Graduate,White,Married,Unlikely,RealNotCausedbyPeople,SomewhatAgree,StronglyAgree,16,unknown
Democrat,Female,58,StronglyDisapprove,Graduate,White,Married,Unlikely,RealCausedbyPeople,SomewhatAgree,StronglyAgree,40,Low
Democrat,Female,66,StronglyDisapprove,SomeCollege,White,Married,Likely,RealCausedbyPeople,StronglyAgree,StronglyAgree,12,Low
Democrat,Male,42,StronglyDisapprove,Graduate,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,15,Low
Democrat,Male,60,StronglyDisapprove,unknown,unknown,Married,unknown,RealCausedbyPeople,unknown,unknown,10,High
Independent,Other,55,StronglyApprove,Graduate,Black,Married,Unlikely,RealNotCausedbyPeople,StronglyAgree,StronglyAgree,25,unknown
Independent,Female,70,StronglyDisapprove,Graduate,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,10,AboutRight
Democrat,Male,47,StronglyDisapprove,College,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,2,Low
unknown,Female,62,NeitherApproveDisapprove,Highschool,Black,Separated,Unlikely,RealCausedbyPeople,unknown,SomewhatAgree,0,AboutRight
Independent,Female,53,SomewhatDisapprove,Other,White,Married,Unlikely,RealCausedbyPeople,SomewhatAgree,StronglyAgree,30,AboutRight
Republican,Male,72,StronglyDisapprove,Graduate,White,Single,Likely,RealCausedbyPeople,StronglyAgree,StronglyAgree,10,Low
Republican,Female,60,NeitherApproveDisapprove,SomeCollege,White,Married,Unlikely,RealCausedbyPeople,SomewhatDisagree,SomewhatDisagree,5,unknown
Republican,Female,51,StronglyApprove,SomeCollege,Other,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,100,AboutRight
Republican,Male,51,StronglyApprove,Highschool,White,Married,Unlikely,RealNotCausedbyPeople,SomewhatDisagree,StronglyAgree,6,AboutRight
unknown,Female,50,StronglyApprove,College,White,Married,Unlikely,RealNotCausedbyPeople,StronglyAgree,StronglyAgree,20,Low
Republican,Male,60,SomewhatApprove,College,White,Married,Unlikely,RealNotCausedbyPeople,SomewhatAgree,StronglyAgree,3,AboutRight
Democrat,Female,50,StronglyDisapprove,Graduate,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,50,Low
unknown,Female,58,StronglyDisapprove,SomeCollege,Other,Relationship,Likely,RealCausedbyPeople,SomewhatAgree,StronglyAgree,2,unknown
Independent,Male,55,SomewhatApprove,College,White,Relationship,Unlikely,RealNotCausedbyPeople,SomewhatAgree,StronglyAgree,6,Low
Independent,Male,47,SomewhatDisapprove,Graduate,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,22,Low
Independent,Male,61,StronglyApprove,SomeCollege,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,0,High
Democrat,Male,51,StronglyDisapprove,SomeCollege,White,Divorced,Unlikely,RealNotCausedbyPeople,SomewhatAgree,SomewhatDisagree,0,Low
Independent,Male,56,StronglyDisapprove,College,Black,Widowed,Unlikely,RealCausedbyPeople,SomewhatDisagree,StronglyDisagree,50,AboutRight
Independent,Female,69,StronglyApprove,Highschool,White,Widowed,Unlikely,RealCausedbyPeople,SomewhatDisagree,SomewhatAgree,40,AboutRight
Independent,Female,50,StronglyDisapprove,College,White,Separated,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,12,Low
Republican,Male,52,StronglyApprove,Graduate,Asian,Married,Likely,NotReal,StronglyAgree,SomewhatAgree,4,High
unknown,Female,18,SomewhatDisapprove,Highschool,Black,Relationship,unknown,RealCausedbyPeople,StronglyDisagree,SomewhatDisagree,2,High
Independent,Female,63,StronglyApprove,SomeCollege,White,Married,Unlikely,RealNotCausedbyPeople,StronglyAgree,StronglyAgree,2,Low
Republican,Female,55,StronglyApprove,SomeCollege,White,Married,Unlikely,NotReal,StronglyDisagree,StronglyAgree,60,High
Democrat,Male,45,StronglyDisapprove,College,unknown,Married,Likely,RealCausedbyPeople,SomewhatAgree,SomewhatAgree,12,Low
unknown,Male,50,StronglyApprove,Graduate,unknown,Relationship,Unlikely,RealNotCausedbyPeople,StronglyAgree,StronglyAgree,12,AboutRight
Democrat,Female,56,StronglyDisapprove,Other,Other,Married,Likely,RealCausedbyPeople,SomewhatDisagree,SomewhatAgree,1,High
Democrat,Female,66,StronglyDisapprove,Graduate,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,20,Low
Independent,Male,55,NeitherApproveDisapprove,Highschool,White,Married,Unlikely,RealCausedbyPeople,NeitherAgreeDisagree,StronglyAgree,3,unknown
unknown,Female,27,StronglyDisapprove,SomeCollege,unknown,Single,Unlikely,RealCausedbyPeople,SomewhatAgree,StronglyAgree,17,Low
Independent,Female,21,SomewhatApprove,SomeCollege,Latino,Single,Likely,RealCausedbyPeople,StronglyAgree,SomewhatAgree,13,Low
Democrat,Female,58,StronglyDisapprove,College,White,Divorced,Unlikely,unknown,StronglyAgree,StronglyAgree,200,Low
Independent,Female,46,StronglyDisapprove,College,White,Divorced,Likely,RealCausedbyPeople,StronglyDisagree,StronglyDisagree,5,AboutRight
unknown,Male,37,StronglyDisapprove,Highschool,unknown,Single,Unlikely,RealCausedbyPeople,SomewhatAgree,StronglyDisagree,7,AboutRight
Republican,Male,21,SomewhatApprove,SomeCollege,Latino,Single,Likely,unknown,SomewhatDisagree,StronglyAgree,0,AboutRight
Independent,Female,33,SomewhatApprove,College,Black,Other,Unlikely,RealCausedbyPeople,StronglyDisagree,StronglyDisagree,50,AboutRight
Republican,Male,50,StronglyApprove,Graduate,White,Married,Unlikely,NotReal,StronglyAgree,StronglyAgree,12,AboutRight
unknown,Female,22,StronglyDisapprove,College,White,Single,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,6,Low
unknown,Male,45,StronglyDisapprove,SomeCollege,Black,Divorced,Unlikely,RealCausedbyPeople,SomewhatAgree,SomewhatDisagree,2,Low
Republican,Male,33,unknown,Graduate,White,Married,Unlikely,unknown,StronglyAgree,StronglyAgree,10,AboutRight
Democrat,Female,29,StronglyDisapprove,College,Asian,Single,Likely,RealCausedbyPeople,StronglyAgree,StronglyAgree,100,Low
Democrat,Male,30,SomewhatApprove,College,Latino,Relationship,Likely,RealCausedbyPeople,StronglyAgree,StronglyAgree,5,High
Democrat,Male,67,StronglyDisapprove,SomeCollege,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,4,Low
Independent,Male,57,StronglyDisapprove,SomeCollege,Black,Divorced,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,3,unknown
Democrat,Male,20,NeitherApproveDisapprove,Highschool,Black,Married,Unlikely,RealCausedbyPeople,SomewhatDisagree,StronglyAgree,1,Low
unknown,Female,51,unknown,Graduate,Asian,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,1,AboutRight
unknown,Female,48,SomewhatDisapprove,SomeCollege,White,Divorced,Unlikely,RealNotCausedbyPeople,SomewhatAgree,StronglyAgree,3,unknown
Republican,Male,63,StronglyApprove,College,White,Married,Unlikely,RealNotCausedbyPeople,StronglyDisagree,StronglyAgree,80,AboutRight
unknown,Male,72,StronglyDisapprove,Graduate,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,5,Low
Democrat,Female,61,StronglyDisapprove,Highschool,White,Single,Unlikely,RealCausedbyPeople,SomewhatDisagree,SomewhatDisagree,100,unknown
Democrat,Male,59,StronglyDisapprove,Graduate,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,5,Low
Independent,Male,57,NeitherApproveDisapprove,College,Latino,Married,Likely,NotReal,unknown,StronglyAgree,3,AboutRight
unknown,Male,50,StronglyDisapprove,College,White,Single,Unlikely,RealCausedbyPeople,SomewhatDisagree,StronglyDisagree,2,High
Democrat,Female,27,StronglyDisapprove,Graduate,White,Married,Unlikely,RealCausedbyPeople,SomewhatAgree,StronglyAgree,25,Low
Democrat,Male,80,StronglyDisapprove,College,unknown,Married,Unlikely,RealNotCausedbyPeople,StronglyAgree,StronglyDisagree,20,Low
Republican,Male,83,StronglyApprove,College,White,Widowed,Unlikely,NotReal,SomewhatAgree,StronglyAgree,0,AboutRight
Democrat,Male,90,StronglyDisapprove,College,Black,Widowed,Likely,RealCausedbyPeople,StronglyAgree,StronglyAgree,15,Low
Democrat,Male,24,StronglyDisapprove,College,Asian,Single,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,1,Low
Independent,Male,70,SomewhatApprove,Highschool,White,Single,Likely,RealCausedbyPeople,SomewhatDisagree,StronglyAgree,1,AboutRight
unknown,Male,22,unknown,College,White,Single,Unlikely,RealCausedbyPeople,unknown,NeitherAgreeDisagree,4,AboutRight
Independent,Male,49,StronglyDisapprove,College,White,Divorced,Likely,RealCausedbyPeople,StronglyAgree,SomewhatAgree,12,Low
Democrat,Female,23,SomewhatDisapprove,SomeCollege,Asian,Relationship,Unlikely,RealCausedbyPeople,SomewhatAgree,StronglyAgree,10,Low
Democrat,Male,24,StronglyDisapprove,SomeCollege,White,Single,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,6,AboutRight
unknown,Female,50,NeitherApproveDisapprove,SomeCollege,White,Married,Unlikely,RealCausedbyPeople,SomewhatAgree,StronglyAgree,0,unknown
Independent,Male,51,unknown,College,White,Single,Unlikely,unknown,StronglyAgree,StronglyAgree,2,Low
Independent,Female,68,unknown,SomeCollege,Latino,Widowed,Unlikely,RealNotCausedbyPeople,SomewhatDisagree,SomewhatAgree,2,High
Independent,Male,21,SomewhatDisapprove,SomeCollege,Black,Single,Unlikely,RealNotCausedbyPeople,SomewhatAgree,SomewhatAgree,6,AboutRight
Democrat,Female,34,StronglyDisapprove,Other,Black,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,6,Low
Independent,Male,24,StronglyApprove,SomeCollege,Asian,Single,Likely,RealCausedbyPeople,SomewhatDisagree,SomewhatDisagree,56,unknown
Independent,Male,46,StronglyDisapprove,Graduate,Black,Married,Unlikely,RealCausedbyPeople,StronglyAgree,SomewhatAgree,10,AboutRight
Democrat,Male,75,unknown,SomeCollege,White,Married,Likely,NotReal,unknown,unknown,2,Low
Independent,Male,18,SomewhatApprove,SomeCollege,White,Relationship,Unlikely,RealCausedbyPeople,StronglyDisagree,StronglyAgree,15,AboutRight
Democrat,Female,55,StronglyDisapprove,SomeCollege,White,Married,Likely,RealCausedbyPeople,StronglyAgree,StronglyAgree,0,Low
Independent,Male,45,StronglyDisapprove,Highschool,White,Married,Likely,NotReal,SomewhatAgree,StronglyAgree,5,AboutRight
Independent,Male,27,SomewhatDisapprove,Highschool,Other,Relationship,Unlikely,RealNotCausedbyPeople,StronglyAgree,StronglyDisagree,4,Low
Republican,Female,89,StronglyApprove,SomeCollege,White,Married,Unlikely,NotReal,StronglyDisagree,StronglyAgree,5,High
unknown,Female,50,unknown,Graduate,unknown,Divorced,Unlikely,RealCausedbyPeople,NeitherAgreeDisagree,NeitherAgreeDisagree,10,unknown
Independent,Female,26,StronglyDisapprove,SomeCollege,Asian,Married,Unlikely,NotReal,StronglyAgree,StronglyAgree,2,AboutRight
Independent,Female,34,StronglyDisapprove,Highschool,Latino,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,0,unknown
Independent,Female,26,StronglyDisapprove,College,White,Single,Likely,RealCausedbyPeople,SomewhatAgree,SomewhatAgree,5,Low
unknown,Male,36,unknown,Graduate,Asian,Married,Likely,unknown,unknown,unknown,0,Low
Independent,Male,75,StronglyApprove,Graduate,White,Widowed,Unlikely,RealCausedbyPeople,StronglyAgree,NeitherAgreeDisagree,62,Low
Independent,Male,44,StronglyDisapprove,SomeCollege,Other,Married,Unlikely,RealCausedbyPeople,StronglyDisagree,StronglyAgree,0,High
Independent,Female,70,StronglyDisapprove,Graduate,White,Single,Unlikely,RealCausedbyPeople,SomewhatAgree,SomewhatDisagree,3,AboutRight
Independent,Male,79,StronglyApprove,SomeCollege,White,Widowed,Unlikely,RealCausedbyPeople,StronglyDisagree,StronglyAgree,25,Low
unknown,Male,40,StronglyDisapprove,Graduate,Black,Single,Likely,RealCausedbyPeople,StronglyAgree,StronglyDisagree,59,Low
Republican,Female,66,StronglyDisapprove,Graduate,Asian,Married,Unlikely,RealCausedbyPeople,SomewhatDisagree,SomewhatDisagree,2,unknown
Independent,Female,53,StronglyDisapprove,Highschool,White,Married,Likely,RealNotCausedbyPeople,SomewhatAgree,SomewhatAgree,2,High
Independent,Male,23,StronglyDisapprove,College,White,Relationship,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,2,Low
Democrat,Male,80,StronglyDisapprove,College,Latino,Divorced,Likely,RealCausedbyPeople,SomewhatAgree,SomewhatAgree,1000,Low
unknown,Male,26,NeitherApproveDisapprove,College,Latino,Single,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,7,Low
Independent,Male,45,NeitherApproveDisapprove,SomeCollege,Latino,Divorced,Likely,RealCausedbyPeople,SomewhatAgree,StronglyAgree,5,unknown
Democrat,Female,62,SomewhatApprove,SomeCollege,White,Married,Likely,RealCausedbyPeople,StronglyDisagree,StronglyAgree,4,High
Democrat,Male,75,unknown,SomeCollege,Asian,Married,Likely,RealCausedbyPeople,SomewhatDisagree,StronglyAgree,1,AboutRight
Independent,Male,32,NeitherApproveDisapprove,Highschool,Latino,Relationship,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,0,Low
Independent,Female,46,StronglyApprove,College,White,Married,Unlikely,RealCausedbyPeople,SomewhatAgree,SomewhatAgree,1,AboutRight
Democrat,Female,55,StronglyDisapprove,College,White,Single,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,300,Low
Republican,Female,51,StronglyApprove,SomeCollege,White,Relationship,Unlikely,RealNotCausedbyPeople,SomewhatDisagree,StronglyAgree,3,unknown
Democrat,Male,39,StronglyDisapprove,College,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,4,Low
unknown,Female,50,SomewhatDisapprove,SomeCollege,Latino,Married,Unlikely,RealCausedbyPeople,SomewhatAgree,StronglyAgree,12,Low
Independent,Female,45,SomewhatApprove,Graduate,White,Married,Unlikely,RealNotCausedbyPeople,SomewhatDisagree,StronglyAgree,15,Low
Independent,Male,59,StronglyDisapprove,Graduate,unknown,Married,Unlikely,RealNotCausedbyPeople,SomewhatAgree,StronglyAgree,30,unknown
unknown,Female,50,unknown,College,Asian,Single,Unlikely,NotReal,SomewhatAgree,SomewhatDisagree,0,unknown
Democrat,Male,29,unknown,College,White,Married,unknown,RealCausedbyPeople,SomewhatAgree,StronglyAgree,5,AboutRight
Democrat,Male,87,unknown,Other,Black,Married,Likely,RealCausedbyPeople,NeitherAgreeDisagree,NeitherAgreeDisagree,3,High
Independent,Male,29,StronglyDisapprove,College,Asian,Single,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,3,Low
Independent,Female,25,StronglyDisapprove,Highschool,Black,Single,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,0,Low
unknown,Female,39,StronglyDisapprove,Graduate,Latino,Married,Likely,unknown,unknown,SomewhatDisagree,0,Low
Independent,Female,40,SomewhatApprove,College,White,Married,Unlikely,RealCausedbyPeople,SomewhatAgree,StronglyAgree,4,AboutRight
Republican,Male,40,SomewhatApprove,Highschool,Black,Married,Unlikely,unknown,unknown,SomewhatAgree,0,AboutRight
Republican,Female,57,StronglyApprove,Highschool,White,Divorced,Unlikely,RealCausedbyPeople,SomewhatDisagree,SomewhatAgree,4,unknown
Independent,Male,19,SomewhatApprove,SomeCollege,White,Single,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,5,AboutRight
Democrat,Female,54,StronglyDisapprove,Graduate,White,Married,Unlikely,RealCausedbyPeople,SomewhatAgree,StronglyAgree,7,Low
Democrat,Female,18,StronglyDisapprove,Highschool,Latino,Single,Unlikely,RealCausedbyPeople,StronglyDisagree,StronglyAgree,4,Low
Independent,Female,65,StronglyDisapprove,Graduate,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,40,Low
Democrat,Female,89,NeitherApproveDisapprove,SomeCollege,White,Widowed,Likely,RealCausedbyPeople,StronglyAgree,StronglyAgree,5,unknown
Independent,Male,70,SomewhatDisapprove,SomeCollege,Black,Single,Unlikely,NotReal,unknown,unknown,0,Low
Independent,Male,41,StronglyApprove,SomeCollege,White,Married,Likely,RealCausedbyPeople,StronglyDisagree,StronglyAgree,0,AboutRight
Democrat,Male,65,unknown,Highschool,White,Separated,Unlikely,RealNotCausedbyPeople,unknown,StronglyAgree,0,unknown
Democrat,Male,64,SomewhatApprove,Highschool,White,Single,Unlikely,RealCausedbyPeople,SomewhatAgree,SomewhatDisagree,0,AboutRight
Independent,Female,38,StronglyDisapprove,College,Black,Married,Unlikely,RealCausedbyPeople,SomewhatAgree,SomewhatAgree,3,Low
Independent,Male,78,StronglyApprove,SomeCollege,White,Married,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyAgree,3,Low
Independent,Female,26,SomewhatDisapprove,College,White,Relationship,Unlikely,RealNotCausedbyPeople,StronglyAgree,SomewhatAgree,1,Low
Republican,Male,59,SomewhatApprove,SomeCollege,White,Divorced,Unlikely,RealNotCausedbyPeople,unknown,StronglyAgree,0,AboutRight
Independent,Male,18,unknown,Highschool,Latino,Single,Unlikely,RealCausedbyPeople,SomewhatAgree,StronglyAgree,15,Low
unknown,Other,41,unknown,College,White,Married,Likely,RealNotCausedbyPeople,NeitherAgreeDisagree,StronglyAgree,4,Low
Republican,Male,49,StronglyDisapprove,SomeCollege,unknown,Single,Likely,RealCausedbyPeople,SomewhatAgree,SomewhatAgree,10,Low
Democrat,Other,30,StronglyApprove,SomeCollege,White,Divorced,Unlikely,RealCausedbyPeople,StronglyAgree,StronglyDisagree,9.5,Low
Independent,Male,52,StronglyDisapprove,Graduate,Latino,Married,Unlikely,RealCausedbyPeople,SomewhatDisagree,StronglyAgree,20,Low
Republican,Female,66,StronglyApprove,Highschool,White,Married,Unlikely,RealNotCausedbyPeople,SomewhatAgree,StronglyAgree,10,High
Independent,Male,44,StronglyApprove,College,White,Married,Likely,RealNotCausedbyPeople,SomewhatAgree,SomewhatAgree,3,High
Democrat,Male,65,StronglyDisapprove,SomeCollege,White,Widowed,Unlikely,RealCausedbyPeople,StronglyDisagree,StronglyAgree,0,Low
Republican,Female,81,unknown,SomeCollege,White,Widowed,Unlikely,NotReal,StronglyAgree,StronglyAgree,5,AboutRight
Republican,Female,59,SomewhatApprove,College,White,Married,Unlikely,RealNotCausedbyPeople,SomewhatAgree,StronglyAgree,10,AboutRight
Independent,Male,25,SomewhatApprove,College,White,Married,Unlikely,RealNotCausedbyPeople,SomewhatAgree,StronglyAgree,20,High
Independent,Female,22,SomewhatApprove,College,White,Single,Unlikely,NotReal,SomewhatDisagree,SomewhatAgree,10,Low
Republican,Other,34,StronglyDisapprove,College,White,Single,unknown,RealCausedbyPeople,SomewhatDisagree,StronglyAgree,10,High
Republican,Male,74,StronglyApprove,SomeCollege,White,Married,Unlikely,RealCausedbyPeople,SomewhatAgree,NeitherAgreeDisagree,3,High
Independent,Male,60,StronglyDisapprove,Graduate,White,Married,Unlikely,RealNotCausedbyPeople,SomewhatDisagree,StronglyAgree,4,Low
unknown,Male,46,StronglyApprove,Highschool,Asian,Married,Likely,NotReal,StronglyAgree,StronglyAgree,0,AboutRight
