Political-affiliation	Income	Gender	Age	Trump-approval	Education	Race	Marital-status	Jobs-robots	Climate-change	Scientists-honest	Vaccines-children	Books	Funding-science	ghosts?
Independent	0	Male	41	StronglyDisapprove	Highschool	White	Divorced	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyDisagree	5	Low	No
Democrat	0	Male	45	StronglyDisapprove	College	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	10	Low	Yes
Democrat	0	Female	54	StronglyDisapprove	Graduate	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	5	Low	No
Independent	0	Male	36	StronglyDisapprove	SomeCollege	White	Married	unknown	RealCausedbyPeople	StronglyAgree	StronglyAgree	10	Low	No
Independent	0	Female	38	StronglyDisapprove	SomeCollege	Black	Single	Likely	NotReal	SomewhatDisagree	SomewhatDisagree	5	Low	Yes
Independent	0	Male	42	SomewhatApprove	College	unknown	unknown	unknown	unknown	unknown	unknown	0	unknown	No
Democrat	0	Male	23	NeitherApproveDisapprove	SomeCollege	unknown	Single	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	0	Low	Yes
Republican	0	Male	63	unknown	College	White	Married	Likely	RealCausedbyPeople	StronglyAgree	StronglyAgree	0	Low	Yes
Independent	0	Male	32	unknown	College	White	Single	Likely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	10	High	No
Independent	0	Female	62	SomewhatApprove	College	White	Married	Unlikely	RealNotCausedbyPeople	SomewhatAgree	StronglyAgree	10	Low	No
Independent	0	Female	47	unknown	SomeCollege	Latino	Divorced	Unlikely	RealCausedbyPeople	SomewhatAgree	SomewhatAgree	200	Low	Yes
Independent	0	Female	34	SomewhatApprove	College	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	18	Low	No
Independent	0	Female	23	SomewhatApprove	SomeCollege	Latino	Single	Unlikely	RealCausedbyPeople	StronglyDisagree	SomewhatDisagree	2	AboutRight	Yes
Independent	0	Male	27	unknown	SomeCollege	Black	Relationship	Unlikely	RealNotCausedbyPeople	unknown	unknown	20	AboutRight	Yes
Democrat	0	Female	48	StronglyDisapprove	SomeCollege	Latino	Divorced	Unlikely	RealNotCausedbyPeople	SomewhatAgree	SomewhatAgree	1	AboutRight	Yes
Democrat	0	Female	36	SomewhatApprove	SomeCollege	White	Married	Unlikely	NotReal	StronglyAgree	StronglyAgree	2	AboutRight	No
Republican	0	Male	47	StronglyApprove	College	White	Married	Unlikely	NotReal	NeitherAgreeDisagree	SomewhatAgree	20	AboutRight	Yes
Republican	0	Male	48	StronglyApprove	Graduate	White	Married	Unlikely	RealNotCausedbyPeople	StronglyAgree	StronglyAgree	4	Low	No
Independent	0	Male	54	StronglyDisapprove	Graduate	Black	Relationship	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	4	Low	No
Democrat	0	Female	45	StronglyDisapprove	SomeCollege	Black	Single	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	60	AboutRight	Yes
Democrat	0	Female	50	StronglyDisapprove	College	Latino	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	20	Low	No
unknown	0	Female	35	NeitherApproveDisapprove	College	White	Single	Unlikely	unknown	SomewhatAgree	StronglyAgree	3	AboutRight	Yes
Independent	0	Male	48	SomewhatDisapprove	Highschool	White	Separated	Likely	RealCausedbyPeople	SomewhatDisagree	SomewhatAgree	1	High	No
Independent	0	Male	50	unknown	Highschool	White	Single	Unlikely	RealCausedbyPeople	StronglyDisagree	unknown	0	High	Yes
Independent	0	Male	38	unknown	SomeCollege	Asian	Single	Unlikely	RealCausedbyPeople	SomewhatAgree	SomewhatDisagree	10	Low	No
Independent	0	Male	36	StronglyDisapprove	Graduate	Latino	Single	Likely	RealCausedbyPeople	SomewhatAgree	SomewhatAgree	7	AboutRight	No
Democrat	0	Female	67	StronglyDisapprove	Graduate	White	Widowed	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	70	Low	Yes
unknown	176000	Male	38	NeitherApproveDisapprove	Graduate	White	Single	Unlikely	unknown	StronglyAgree	StronglyAgree	3	Low	No
unknown	92000	Male	58	SomewhatDisapprove	Graduate	White	Married	Unlikely	NotReal	unknown	StronglyAgree	20	High	No
Republican	117000	Male	42	StronglyApprove	SomeCollege	White	Relationship	Unlikely	RealNotCausedbyPeople	StronglyDisagree	SomewhatAgree	4	unknown	No
Independent	137000	Male	51	SomewhatApprove	College	White	Widowed	Unlikely	NotReal	SomewhatDisagree	NeitherAgreeDisagree	2	Low	No
Independent	39000	Female	48	NeitherApproveDisapprove	SomeCollege	White	Married	Unlikely	NotReal	SomewhatAgree	StronglyAgree	40	Low	Yes
Independent	80000	Female	37	StronglyDisapprove	Highschool	White	Relationship	Unlikely	RealNotCausedbyPeople	SomewhatDisagree	StronglyAgree	100	unknown	No
Democrat	60000	Male	50	StronglyDisapprove	Highschool	Black	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	5	AboutRight	No
Independent	114000	Female	45	SomewhatApprove	SomeCollege	White	Married	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	30	Low	Yes
Republican	89000	Male	52	unknown	SomeCollege	White	Married	Unlikely	RealNotCausedbyPeople	SomewhatAgree	StronglyAgree	50	AboutRight	No
unknown	11000	Female	41	unknown	SomeCollege	White	Divorced	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	200	unknown	No
Democrat	16000	Female	65	StronglyDisapprove	SomeCollege	Latino	Married	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	2	AboutRight	No
Republican	125000	Male	53	SomewhatApprove	College	White	Married	Unlikely	RealCausedbyPeople	SomewhatDisagree	StronglyAgree	0	Low	No
Independent	92000	Male	43	unknown	Highschool	White	Widowed	unknown	RealCausedbyPeople	SomewhatDisagree	StronglyDisagree	0	unknown	No
Independent	161000	Male	28	SomewhatDisapprove	College	White	Single	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	1	AboutRight	No
Independent	74000	Other	22	StronglyDisapprove	College	Latino	Married	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	6	Low	No
Independent	148000	Female	58	NeitherApproveDisapprove	Graduate	White	Married	Unlikely	RealCausedbyPeople	SomewhatAgree	SomewhatAgree	40	Low	No
Republican	85000	Female	58	SomewhatApprove	Highschool	White	Widowed	Likely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	0	Low	Yes
Democrat	44000	Male	54	StronglyApprove	SomeCollege	White	Divorced	Unlikely	RealCausedbyPeople	StronglyAgree	SomewhatAgree	0	Low	No
Independent	165000	Male	65	SomewhatDisapprove	Graduate	White	Married	Unlikely	RealNotCausedbyPeople	SomewhatDisagree	StronglyAgree	5	AboutRight	No
unknown	175000	Other	92	unknown	Graduate	unknown	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	100	Low	Yes
Independent	14000	Male	65	StronglyApprove	Graduate	White	Relationship	Unlikely	NotReal	StronglyDisagree	StronglyAgree	6	High	No
unknown	179000	Male	51	StronglyApprove	College	White	Married	Unlikely	NotReal	unknown	unknown	5	unknown	No
Democrat	62000	Other	56	StronglyApprove	Highschool	White	Married	Unlikely	RealCausedbyPeople	StronglyDisagree	StronglyDisagree	16	High	Yes
Independent	179000	Female	49	SomewhatDisapprove	College	Latino	Married	Likely	RealCausedbyPeople	SomewhatAgree	SomewhatAgree	15	Low	Yes
Republican	39000	Female	49	SomewhatApprove	Highschool	White	Divorced	Unlikely	RealNotCausedbyPeople	SomewhatAgree	StronglyAgree	3	Low	Yes
Independent	85000	Female	63	StronglyDisapprove	Highschool	unknown	Single	Unlikely	unknown	StronglyAgree	StronglyAgree	0	unknown	Yes
Independent	45000	Female	58	SomewhatApprove	Highschool	White	Single	Likely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	3	AboutRight	No
unknown	37000	Female	59	unknown	Graduate	Black	Divorced	Unlikely	RealCausedbyPeople	unknown	SomewhatAgree	1	Low	Yes
Republican	148000	Female	60	StronglyApprove	College	White	Married	Unlikely	RealNotCausedbyPeople	SomewhatDisagree	StronglyAgree	20	AboutRight	No
Republican	80000	Female	55	StronglyApprove	College	White	Married	Unlikely	RealNotCausedbyPeople	SomewhatAgree	StronglyAgree	20	AboutRight	Yes
Democrat	40000	Female	61	StronglyDisapprove	SomeCollege	Black	Single	Likely	RealNotCausedbyPeople	SomewhatDisagree	StronglyAgree	100	AboutRight	No
Republican	181000	Male	53	SomewhatDisapprove	Highschool	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	2	AboutRight	Yes
Independent	65000	Female	55	StronglyApprove	College	White	Married	unknown	RealCausedbyPeople	SomewhatAgree	StronglyAgree	10	unknown	No
Democrat	76000	Female	57	SomewhatDisapprove	SomeCollege	White	Married	Unlikely	RealCausedbyPeople	SomewhatDisagree	SomewhatAgree	8	Low	Yes
Democrat	90000	unknown	56	StronglyApprove	College	White	Married	Unlikely	RealCausedbyPeople	StronglyDisagree	StronglyAgree	4	AboutRight	No
Republican	74000	Male	49	StronglyApprove	SomeCollege	White	Married	Unlikely	NotReal	SomewhatDisagree	StronglyAgree	12	AboutRight	No
Republican	162000	Male	50	StronglyApprove	College	White	Married	Likely	RealNotCausedbyPeople	SomewhatAgree	StronglyDisagree	20	High	No
unknown	45000	Male	83	unknown	Highschool	White	Widowed	Unlikely	NotReal	unknown	SomewhatAgree	12	High	Yes
Independent	0	Male	45	StronglyDisapprove	College	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	25	Low	No
Democrat	0	Female	57	StronglyDisapprove	SomeCollege	White	Single	Likely	RealCausedbyPeople	StronglyAgree	StronglyAgree	20	Low	Yes
Republican	0	Male	80	StronglyApprove	SomeCollege	White	Married	Unlikely	NotReal	SomewhatDisagree	StronglyAgree	0	unknown	No
Independent	0	Male	70	StronglyApprove	Graduate	White	Married	Unlikely	RealNotCausedbyPeople	SomewhatAgree	SomewhatAgree	30	unknown	Yes
unknown	0	Female	50	unknown	Highschool	Latino	Married	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	1	unknown	No
Democrat	0	Male	42	StronglyDisapprove	College	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	12	Low	No
Independent	0	Male	54	StronglyDisapprove	SomeCollege	White	Divorced	Unlikely	RealNotCausedbyPeople	SomewhatAgree	SomewhatDisagree	12	unknown	Yes
unknown	0	Male	72	StronglyApprove	Graduate	White	Married	Unlikely	NotReal	SomewhatAgree	StronglyAgree	5	unknown	No
Republican	0	Female	49	StronglyApprove	Graduate	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	12	AboutRight	No
unknown	0	Male	60	StronglyDisapprove	SomeCollege	White	Single	unknown	RealCausedbyPeople	StronglyAgree	SomewhatAgree	6	Low	No
Democrat	0	Male	54	SomewhatDisapprove	Highschool	White	Single	Unlikely	unknown	SomewhatAgree	unknown	2	unknown	unknown
Republican	0	Male	54	StronglyApprove	SomeCollege	White	Divorced	Unlikely	RealCausedbyPeople	SomewhatDisagree	StronglyAgree	1	High	No
unknown	0	Female	49	SomewhatApprove	Highschool	White	Separated	Likely	RealCausedbyPeople	StronglyAgree	StronglyAgree	0	unknown	Yes
Independent	0	Male	27	StronglyDisapprove	SomeCollege	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	SomewhatAgree	2	Low	No
unknown	0	Male	30	StronglyApprove	Highschool	White	Married	Likely	RealNotCausedbyPeople	unknown	StronglyAgree	20	unknown	No
Independent	0	Male	25	unknown	Other	White	Relationship	Unlikely	RealNotCausedbyPeople	unknown	StronglyAgree	3	High	No
unknown	0	Male	60	StronglyApprove	SomeCollege	unknown	Married	Likely	RealNotCausedbyPeople	SomewhatAgree	SomewhatDisagree	4	AboutRight	Yes
Republican	157000	Female	46	StronglyDisapprove	College	Asian	Married	Unlikely	RealCausedbyPeople	SomewhatDisagree	SomewhatDisagree	6	AboutRight	Yes
Democrat	161000	Male	35	StronglyDisapprove	College	White	Married	Unlikely	RealNotCausedbyPeople	SomewhatAgree	StronglyAgree	30	High	Yes
Republican	41000	Female	62	StronglyApprove	Graduate	White	Widowed	Likely	NotReal	StronglyDisagree	SomewhatDisagree	20	AboutRight	unknown
Republican	103000	Male	60	StronglyApprove	College	White	Married	Unlikely	NotReal	SomewhatAgree	SomewhatAgree	4	unknown	No
Republican	91000	Male	65	StronglyApprove	College	White	Married	Unlikely	RealNotCausedbyPeople	SomewhatAgree	StronglyAgree	0	AboutRight	No
unknown	188000	Male	47	unknown	College	White	Married	Unlikely	unknown	SomewhatAgree	StronglyAgree	8	Low	No
Independent	21000	Female	43	StronglyDisapprove	Highschool	White	Relationship	Likely	NotReal	SomewhatAgree	StronglyAgree	4	AboutRight	No
Independent	103000	Male	58	SomewhatApprove	SomeCollege	White	Married	Unlikely	RealNotCausedbyPeople	SomewhatDisagree	StronglyAgree	5	High	No
Independent	27000	Male	59	NeitherApproveDisapprove	Graduate	White	Married	Unlikely	RealNotCausedbyPeople	SomewhatAgree	StronglyAgree	16	unknown	No
Democrat	326000	Female	58	StronglyDisapprove	Graduate	White	Married	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	40	Low	Yes
Democrat	74000	Female	66	StronglyDisapprove	SomeCollege	White	Married	Likely	RealCausedbyPeople	StronglyAgree	StronglyAgree	12	Low	Yes
Democrat	500000	Male	42	StronglyDisapprove	Graduate	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	15	Low	No
Democrat	86000	Male	60	StronglyDisapprove	unknown	unknown	Married	unknown	RealCausedbyPeople	unknown	unknown	10	High	No
Independent	77000	Other	55	StronglyApprove	Graduate	Black	Married	Unlikely	RealNotCausedbyPeople	StronglyAgree	StronglyAgree	25	unknown	Yes
Independent	500000	Female	70	StronglyDisapprove	Graduate	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	10	AboutRight	No
Democrat	47000	Male	47	StronglyDisapprove	College	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	2	Low	No
unknown	88000	Female	62	NeitherApproveDisapprove	Highschool	Black	Separated	Unlikely	RealCausedbyPeople	unknown	SomewhatAgree	0	AboutRight	No
Independent	56000	Female	53	SomewhatDisapprove	Other	White	Married	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	30	AboutRight	Yes
Republican	68000	Male	72	StronglyDisapprove	Graduate	White	Single	Likely	RealCausedbyPeople	StronglyAgree	StronglyAgree	10	Low	No
Republican	153000	Female	60	NeitherApproveDisapprove	SomeCollege	White	Married	Unlikely	RealCausedbyPeople	SomewhatDisagree	SomewhatDisagree	5	unknown	Yes
Republican	64000	Female	51	StronglyApprove	SomeCollege	Other	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	100	AboutRight	No
Republican	138000	Male	51	StronglyApprove	Highschool	White	Married	Unlikely	RealNotCausedbyPeople	SomewhatDisagree	StronglyAgree	6	AboutRight	No
unknown	79000	Female	50	StronglyApprove	College	White	Married	Unlikely	RealNotCausedbyPeople	StronglyAgree	StronglyAgree	20	Low	Yes
Republican	64000	Male	60	SomewhatApprove	College	White	Married	Unlikely	RealNotCausedbyPeople	SomewhatAgree	StronglyAgree	3	AboutRight	No
Democrat	124000	Female	50	StronglyDisapprove	Graduate	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	50	Low	No
unknown	113000	Female	58	StronglyDisapprove	SomeCollege	Other	Relationship	Likely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	2	unknown	No
Independent	155000	Male	55	SomewhatApprove	College	White	Relationship	Unlikely	RealNotCausedbyPeople	SomewhatAgree	StronglyAgree	6	Low	No
Independent	0	Male	47	SomewhatDisapprove	Graduate	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	22	Low	No
Independent	0	Male	61	StronglyApprove	SomeCollege	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	0	High	No
Democrat	0	Male	51	StronglyDisapprove	SomeCollege	White	Divorced	Unlikely	RealNotCausedbyPeople	SomewhatAgree	SomewhatDisagree	0	Low	No
Independent	0	Male	56	StronglyDisapprove	College	Black	Widowed	Unlikely	RealCausedbyPeople	SomewhatDisagree	StronglyDisagree	50	AboutRight	Yes
Independent	0	Female	69	StronglyApprove	Highschool	White	Widowed	Unlikely	RealCausedbyPeople	SomewhatDisagree	SomewhatAgree	40	AboutRight	No
Independent	0	Female	50	StronglyDisapprove	College	White	Separated	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	12	Low	No
Republican	0	Male	52	StronglyApprove	Graduate	Asian	Married	Likely	NotReal	StronglyAgree	SomewhatAgree	4	High	unknown
unknown	0	Female	18	SomewhatDisapprove	Highschool	Black	Relationship	unknown	RealCausedbyPeople	StronglyDisagree	SomewhatDisagree	2	High	No
Independent	0	Female	63	StronglyApprove	SomeCollege	White	Married	Unlikely	RealNotCausedbyPeople	StronglyAgree	StronglyAgree	2	Low	No
Republican	0	Female	55	StronglyApprove	SomeCollege	White	Married	Unlikely	NotReal	StronglyDisagree	StronglyAgree	60	High	No
Democrat	13000	Male	45	StronglyDisapprove	College	unknown	Married	Likely	RealCausedbyPeople	SomewhatAgree	SomewhatAgree	12	Low	No
unknown	100000	Male	50	StronglyApprove	Graduate	unknown	Relationship	Unlikely	RealNotCausedbyPeople	StronglyAgree	StronglyAgree	12	AboutRight	No
Democrat	0	Female	56	StronglyDisapprove	Other	Other	Married	Likely	RealCausedbyPeople	SomewhatDisagree	SomewhatAgree	1	High	Yes
Democrat	0	Female	66	StronglyDisapprove	Graduate	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	20	Low	No
Independent	0	Male	55	NeitherApproveDisapprove	Highschool	White	Married	Unlikely	RealCausedbyPeople	NeitherAgreeDisagree	StronglyAgree	3	unknown	No
unknown	0	Female	27	StronglyDisapprove	SomeCollege	unknown	Single	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	17	Low	Yes
Independent	0	Female	21	SomewhatApprove	SomeCollege	Latino	Single	Likely	RealCausedbyPeople	StronglyAgree	SomewhatAgree	13	Low	No
Democrat	0	Female	58	StronglyDisapprove	College	White	Divorced	Unlikely	unknown	StronglyAgree	StronglyAgree	200	Low	Yes
Independent	0	Female	46	StronglyDisapprove	College	White	Divorced	Likely	RealCausedbyPeople	StronglyDisagree	StronglyDisagree	5	AboutRight	Yes
unknown	0	Male	37	StronglyDisapprove	Highschool	unknown	Single	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyDisagree	7	AboutRight	Yes
Republican	0	Male	21	SomewhatApprove	SomeCollege	Latino	Single	Likely	unknown	SomewhatDisagree	StronglyAgree	0	AboutRight	No
Independent	0	Female	33	SomewhatApprove	College	Black	Other	Unlikely	RealCausedbyPeople	StronglyDisagree	StronglyDisagree	50	AboutRight	Yes
Republican	0	Male	50	StronglyApprove	Graduate	White	Married	Unlikely	NotReal	StronglyAgree	StronglyAgree	12	AboutRight	No
unknown	0	Female	22	StronglyDisapprove	College	White	Single	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	6	Low	Yes
unknown	0	Male	45	StronglyDisapprove	SomeCollege	Black	Divorced	Unlikely	RealCausedbyPeople	SomewhatAgree	SomewhatDisagree	2	Low	Yes
Republican	0	Male	33	unknown	Graduate	White	Married	Unlikely	unknown	StronglyAgree	StronglyAgree	10	AboutRight	No
Democrat	0	Female	29	StronglyDisapprove	College	Asian	Single	Likely	RealCausedbyPeople	StronglyAgree	StronglyAgree	100	Low	Yes
Democrat	0	Male	30	SomewhatApprove	College	Latino	Relationship	Likely	RealCausedbyPeople	StronglyAgree	StronglyAgree	5	High	No
Democrat	0	Male	67	StronglyDisapprove	SomeCollege	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	4	Low	Yes
Independent	0	Male	57	StronglyDisapprove	SomeCollege	Black	Divorced	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	3	unknown	No
Democrat	0	Male	20	NeitherApproveDisapprove	Highschool	Black	Married	Unlikely	RealCausedbyPeople	SomewhatDisagree	StronglyAgree	1	Low	No
unknown	0	Female	51	unknown	Graduate	Asian	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	1	AboutRight	No
unknown	0	Female	48	SomewhatDisapprove	SomeCollege	White	Divorced	Unlikely	RealNotCausedbyPeople	SomewhatAgree	StronglyAgree	3	unknown	No
Republican	0	Male	63	StronglyApprove	College	White	Married	Unlikely	RealNotCausedbyPeople	StronglyDisagree	StronglyAgree	80	AboutRight	No
unknown	0	Male	72	StronglyDisapprove	Graduate	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	5	Low	No
Democrat	0	Female	61	StronglyDisapprove	Highschool	White	Single	Unlikely	RealCausedbyPeople	SomewhatDisagree	SomewhatDisagree	100	unknown	Yes
Democrat	0	Male	59	StronglyDisapprove	Graduate	White	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	5	Low	No
Independent	0	Male	57	NeitherApproveDisapprove	College	Latino	Married	Likely	NotReal	unknown	StronglyAgree	3	AboutRight	No
unknown	0	Male	50	StronglyDisapprove	College	White	Single	Unlikely	RealCausedbyPeople	SomewhatDisagree	StronglyDisagree	2	High	No
Democrat	0	Female	27	StronglyDisapprove	Graduate	White	Married	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	25	Low	No
Democrat	0	Male	80	StronglyDisapprove	College	unknown	Married	Unlikely	RealNotCausedbyPeople	StronglyAgree	StronglyDisagree	20	Low	No
Republican	0	Male	83	StronglyApprove	College	White	Widowed	Unlikely	NotReal	SomewhatAgree	StronglyAgree	0	AboutRight	No
Democrat	0	Male	90	StronglyDisapprove	College	Black	Widowed	Likely	RealCausedbyPeople	StronglyAgree	StronglyAgree	15	Low	No
Democrat	0	Male	24	StronglyDisapprove	College	Asian	Single	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	1	Low	No
Independent	0	Male	70	SomewhatApprove	Highschool	White	Single	Likely	RealCausedbyPeople	SomewhatDisagree	StronglyAgree	1	AboutRight	Yes
unknown	0	Male	22	unknown	College	White	Single	Unlikely	RealCausedbyPeople	unknown	NeitherAgreeDisagree	4	AboutRight	No
Independent	0	Male	49	StronglyDisapprove	College	White	Divorced	Likely	RealCausedbyPeople	StronglyAgree	SomewhatAgree	12	Low	Yes
Democrat	0	Female	23	SomewhatDisapprove	SomeCollege	Asian	Relationship	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	10	Low	No
Democrat	0	Male	24	StronglyDisapprove	SomeCollege	White	Single	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	6	AboutRight	Yes
unknown	0	Female	50	NeitherApproveDisapprove	SomeCollege	White	Married	Unlikely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	0	unknown	Yes
Independent	0	Male	51	unknown	College	White	Single	Unlikely	unknown	StronglyAgree	StronglyAgree	2	Low	Yes
Independent	0	Female	68	unknown	SomeCollege	Latino	Widowed	Unlikely	RealNotCausedbyPeople	SomewhatDisagree	SomewhatAgree	2	High	No
Independent	0	Male	21	SomewhatDisapprove	SomeCollege	Black	Single	Unlikely	RealNotCausedbyPeople	SomewhatAgree	SomewhatAgree	6	AboutRight	No
Democrat	0	Female	34	StronglyDisapprove	Other	Black	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	6	Low	No
Independent	0	Male	24	StronglyApprove	SomeCollege	Asian	Single	Likely	RealCausedbyPeople	SomewhatDisagree	SomewhatDisagree	56	unknown	Yes
Independent	422000	Male	46	StronglyDisapprove	Graduate	Black	Married	Unlikely	RealCausedbyPeople	StronglyAgree	SomewhatAgree	10	AboutRight	No
Democrat	0	Male	75	unknown	SomeCollege	White	Married	Likely	NotReal	unknown	unknown	2	Low	No
Independent	0	Male	18	SomewhatApprove	SomeCollege	White	Relationship	Unlikely	RealCausedbyPeople	StronglyDisagree	StronglyAgree	15	AboutRight	No
Democrat	0	Female	55	StronglyDisapprove	SomeCollege	White	Married	Likely	RealCausedbyPeople	StronglyAgree	StronglyAgree	0	Low	Yes
Independent	0	Male	45	StronglyDisapprove	Highschool	White	Married	Likely	NotReal	SomewhatAgree	StronglyAgree	5	AboutRight	No
Independent	0	Male	27	SomewhatDisapprove	Highschool	Other	Relationship	Unlikely	RealNotCausedbyPeople	StronglyAgree	StronglyDisagree	4	Low	Yes
Republican	0	Female	89	StronglyApprove	SomeCollege	White	Married	Unlikely	NotReal	StronglyDisagree	StronglyAgree	5	High	No
unknown	0	Female	50	unknown	Graduate	unknown	Divorced	Unlikely	RealCausedbyPeople	NeitherAgreeDisagree	NeitherAgreeDisagree	10	unknown	unknown
Independent	0	Female	26	StronglyDisapprove	SomeCollege	Asian	Married	Unlikely	NotReal	StronglyAgree	StronglyAgree	2	AboutRight	No
Independent	0	Female	34	StronglyDisapprove	Highschool	Latino	Married	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	0	unknown	Yes
Independent	0	Female	26	StronglyDisapprove	College	White	Single	Likely	RealCausedbyPeople	SomewhatAgree	SomewhatAgree	5	Low	Yes
unknown	0	Male	36	unknown	Graduate	Asian	Married	Likely	unknown	unknown	unknown	0	Low	Yes
Independent	0	Male	75	StronglyApprove	Graduate	White	Widowed	Unlikely	RealCausedbyPeople	StronglyAgree	NeitherAgreeDisagree	62	Low	Yes
Independent	0	Male	44	StronglyDisapprove	SomeCollege	Other	Married	Unlikely	RealCausedbyPeople	StronglyDisagree	StronglyAgree	0	High	No
Independent	0	Female	70	StronglyDisapprove	Graduate	White	Single	Unlikely	RealCausedbyPeople	SomewhatAgree	SomewhatDisagree	3	AboutRight	Yes
Independent	0	Male	79	StronglyApprove	SomeCollege	White	Widowed	Unlikely	RealCausedbyPeople	StronglyDisagree	StronglyAgree	25	Low	No
unknown	0	Male	40	StronglyDisapprove	Graduate	Black	Single	Likely	RealCausedbyPeople	StronglyAgree	StronglyDisagree	59	Low	No
Republican	0	Female	66	StronglyDisapprove	Graduate	Asian	Married	Unlikely	RealCausedbyPeople	SomewhatDisagree	SomewhatDisagree	2	unknown	No
Independent	0	Female	53	StronglyDisapprove	Highschool	White	Married	Likely	RealNotCausedbyPeople	SomewhatAgree	SomewhatAgree	2	High	Yes
Independent	0	Male	23	StronglyDisapprove	College	White	Relationship	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	2	Low	No
Democrat	0	Male	80	StronglyDisapprove	College	Latino	Divorced	Likely	RealCausedbyPeople	SomewhatAgree	SomewhatAgree	1000	Low	No
unknown	0	Male	26	NeitherApproveDisapprove	College	Latino	Single	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	7	Low	No
Independent	0	Male	45	NeitherApproveDisapprove	SomeCollege	Latino	Divorced	Likely	RealCausedbyPeople	SomewhatAgree	StronglyAgree	5	unknown	No
Democrat	140000	Female	62	SomewhatApprove	SomeCollege	White	Married	Likely	RealCausedbyPeople	StronglyDisagree	StronglyAgree	4	High	No
Democrat	105000	Male	75	unknown	SomeCollege	Asian	Married	Likely	RealCausedbyPeople	SomewhatDisagree	StronglyAgree	1	AboutRight	Yes
Independent	0	Male	32	NeitherApproveDisapprove	Highschool	Latino	Relationship	Unlikely	RealCausedbyPeople	StronglyAgree	StronglyAgree	0	Low	Yes
Independent	0	Female	46	StronglyApprove	College	White	Married	Unlikely	RealCausedbyPeople	SomewhatAgree	SomewhatAgree	1	AboutRight	No
